# Constructed from biom file
#OTU ID	AC1-1_S10_L001_R1_001	AC1-2_S11_L001_R1_001	AC1-3_S12_L001_R1_001	AC2-1_S30_L001_R1_001	AC2-2_S31_L001_R1_001	AC2-3_S32_L001_R1_001	AN1-1_S1_L001_R1_001	AN1-2_S40_L001_R1_001	AN1-3_S41_L001_R1_001	AN2-1_S2_L001_R1_001	AN2-2_S3_L001_R1_001	AN2-3_S42_L001_R1_001	KL1-1_S7_L001_R1_001	KL1-2_S8_L001_R1_001	KL1-3_S9_L001_R1_001	KL2-1_S27_L001_R1_001	KL2-2_S28_L001_R1_001	KL2-3_S29_L001_R1_001	LS1-1_S4_L001_R1_001	LS1-2_S5_L001_R1_001	LS1-3_S6_L001_R1_001	LS2-1_S34_L001_R1_001	LS2-2_S35_L001_R1_001	LS2-3_S36_L001_R1_001	MJ1-1_S33_L001_R1_001	MJ1-2_S25_L001_R1_001	MJ1-3_S26_L001_R1_001	MJ2-1_S37_L001_R1_001	MJ2-2_S38_L001_R1_001	MJ2-3_S39_L001_R1_001	NS1-1_S16_L001_R1_001	NS1-2_S17_L001_R1_001	NS1-3_S18_L001_R1_001	NS2-1_S22_L001_R1_001	NS2-2_S23_L001_R1_001	NS2-3_S24_L001_R1_001	RF1-1_S13_L001_R1_001	RF1-2_S14_L001_R1_001	RF1-3_S15_L001_R1_001	RF2-1_S19_L001_R1_001	RF2-2_S20_L001_R1_001	RF2-3_S21_L001_R1_001
k__Bacillati;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Ilumatobacteraceae;__	0.0	0.0	0.0	195.0	0.0	101.0	129.0	166.0	156.0	139.0	154.0	110.0	66.0	95.0	0.0	0.0	0.0	18.0	86.0	141.0	114.0	0.0	0.0	0.0	36.0	29.0	58.0	26.0	15.0	0.0	153.0	117.0	102.0	125.0	195.0	203.0	78.0	0.0	17.0	139.0	112.0	214.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Lacticigenium	0.0	0.0	0.0	100.0	0.0	51.0	82.0	87.0	62.0	36.0	72.0	54.0	38.0	29.0	0.0	0.0	0.0	12.0	0.0	22.0	0.0	0.0	0.0	0.0	27.0	21.0	67.0	24.0	0.0	0.0	67.0	58.0	42.0	52.0	72.0	65.0	72.0	0.0	0.0	70.0	31.0	96.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Hyphomicrobiaceae;g__Methylothermalis	0.0	0.0	0.0	103.0	0.0	39.0	193.0	147.0	157.0	120.0	82.0	70.0	0.0	24.0	0.0	29.0	0.0	18.0	0.0	37.0	0.0	0.0	14.0	0.0	45.0	0.0	17.0	17.0	0.0	0.0	50.0	25.0	28.0	15.0	29.0	40.0	28.0	0.0	0.0	79.0	21.0	98.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Caryophanaceae;g__Metalysinibacillus	0.0	0.0	64.0	0.0	0.0	0.0	89.0	97.0	76.0	0.0	0.0	0.0	51.0	0.0	0.0	58.0	74.0	105.0	0.0	0.0	0.0	51.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0	97.0	0.0	0.0	0.0	28.0	114.0	64.0	0.0	64.0	69.0	65.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;__;__;__	77.0	106.0	203.0	155.0	116.0	105.0	70.0	76.0	89.0	56.0	74.0	94.0	61.0	103.0	1.0	526.0	100.0	112.0	48.0	34.0	424.0	351.0	104.0	244.0	710.0	214.0	314.0	324.0	345.0	444.0	29.0	33.0	73.0	55.0	24.0	91.0	233.0	399.0	451.0	184.0	347.0	70.0
k__Bacillati;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae;g__Conexibacter	76.0	0.0	267.0	0.0	115.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	115.0	0.0	9.0	0.0	0.0	53.0	35.0	13.0	22.0	305.0	120.0	88.0	175.0	308.0	224.0	60.0	59.0	113.0	42.0	38.0	52.0	72.0	75.0	25.0	75.0	81.0	0.0
k__Pseudomonadati;p__Planctomycetota;c__Planctomycetia;o__Isosphaerales;f__Isosphaeraceae;g__Paludisphaera	354.0	235.0	286.0	0.0	127.0	149.0	0.0	14.0	0.0	0.0	0.0	0.0	40.0	27.0	0.0	137.0	210.0	143.0	425.0	0.0	141.0	397.0	171.0	162.0	0.0	65.0	143.0	309.0	189.0	218.0	0.0	62.0	72.0	73.0	35.0	59.0	55.0	381.0	155.0	34.0	42.0	17.0
k__Pseudomonadati;p__Thermomicrobiota;c__Thermomicrobia;o__Sphaerobacterales;f__Sphaerobacteraceae;__	159.0	616.0	298.0	78.0	358.0	160.0	10.0	82.0	54.0	16.0	14.0	0.0	51.0	83.0	0.0	13.0	24.0	107.0	164.0	18.0	362.0	222.0	332.0	472.0	0.0	0.0	0.0	11.0	0.0	24.0	5.0	7.0	0.0	27.0	41.0	33.0	89.0	306.0	299.0	89.0	13.0	39.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;__	0.0	0.0	0.0	89.0	0.0	137.0	46.0	49.0	61.0	41.0	0.0	0.0	25.0	100.0	0.0	0.0	50.0	62.0	130.0	57.0	33.0	0.0	0.0	0.0	71.0	0.0	0.0	0.0	26.0	0.0	43.0	40.0	59.0	48.0	30.0	44.0	81.0	0.0	57.0	13.0	39.0	60.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Micromonosporales;f__Micromonosporaceae;__	81.0	37.0	0.0	218.0	55.0	143.0	123.0	98.0	69.0	203.0	203.0	112.0	175.0	123.0	0.0	55.0	54.0	116.0	178.0	153.0	143.0	0.0	19.0	21.0	66.0	80.0	140.0	64.0	101.0	139.0	120.0	239.0	314.0	126.0	14.0	135.0	168.0	41.0	126.0	145.0	140.0	133.0
k__Bacillati;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae;__	0.0	0.0	0.0	184.0	0.0	57.0	97.0	141.0	93.0	95.0	80.0	65.0	58.0	69.0	0.0	0.0	0.0	11.0	26.0	94.0	0.0	11.0	49.0	0.0	40.0	125.0	112.0	12.0	59.0	4.0	190.0	52.0	74.0	79.0	95.0	88.0	142.0	0.0	0.0	73.0	0.0	127.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Motilibacterales;f__Motilibacteraceae;g__Motilibacter	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	24.0	15.0	0.0	0.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	60.0	47.0	140.0	41.0	49.0	0.0	87.0	75.0	36.0	145.0	43.0	84.0	64.0	0.0	0.0	102.0	31.0	97.0
k__Bacillati;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Capillimicrobiaceae;g__Capillimicrobium	62.0	10.0	53.0	158.0	169.0	119.0	44.0	133.0	64.0	66.0	42.0	59.0	88.0	120.0	0.0	71.0	83.0	105.0	103.0	232.0	275.0	56.0	24.0	38.0	98.0	53.0	55.0	16.0	12.0	9.0	244.0	228.0	206.0	115.0	120.0	223.0	114.0	48.0	95.0	176.0	71.0	109.0
k__Pseudomonadati;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;g__Methylobacter	0.0	0.0	0.0	0.0	0.0	0.0	781.0	892.0	706.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Nocardiaceae;__	203.0	252.0	41.0	22.0	73.0	35.0	11.0	50.0	22.0	17.0	0.0	0.0	7.0	22.0	0.0	0.0	29.0	131.0	294.0	29.0	25.0	45.0	31.0	9.0	0.0	12.0	72.0	94.0	32.0	0.0	0.0	0.0	0.0	18.0	14.0	26.0	28.0	0.0	12.0	14.0	0.0	9.0
k__Pseudomonadati;p__Pseudomonadota;c__Gammaproteobacteria;o__Lysobacterales;f__Lysobacteraceae;g__Cognatiluteimonas	86.0	776.0	64.0	21.0	213.0	208.0	0.0	0.0	0.0	31.0	0.0	20.0	32.0	97.0	0.0	14.0	0.0	130.0	90.0	0.0	114.0	15.0	0.0	29.0	0.0	47.0	21.0	21.0	0.0	0.0	14.0	30.0	42.0	15.0	42.0	25.0	115.0	75.0	206.0	67.0	0.0	30.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Dermatophilaceae;__	91.0	904.0	230.0	0.0	163.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	95.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	13.0	0.0	8.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Kitasatosporales;f__Streptomycetaceae;__	0.0	0.0	27.0	147.0	175.0	292.0	135.0	99.0	99.0	69.0	38.0	24.0	19.0	0.0	0.0	0.0	142.0	79.0	0.0	81.0	122.0	37.0	0.0	53.0	172.0	192.0	140.0	130.0	39.0	188.0	139.0	85.0	112.0	186.0	193.0	96.0	94.0	60.0	68.0	193.0	153.0	53.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Dermatophilaceae;g__Kineosphaera	29.0	382.0	96.0	0.0	280.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	36.0	0.0	0.0	0.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;__;__	31.0	104.0	139.0	337.0	171.0	253.0	870.0	409.0	527.0	225.0	195.0	204.0	231.0	215.0	0.0	962.0	741.0	525.0	75.0	26.0	42.0	102.0	678.0	261.0	341.0	246.0	473.0	148.0	115.0	498.0	156.0	114.0	86.0	233.0	192.0	151.0	275.0	285.0	412.0	386.0	87.0	339.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;__;__	94.0	99.0	5.0	269.0	3.0	187.0	280.0	89.0	145.0	451.0	391.0	444.0	239.0	171.0	0.0	142.0	164.0	180.0	158.0	162.0	243.0	0.0	25.0	17.0	264.0	314.0	267.0	102.0	102.0	87.0	311.0	103.0	252.0	105.0	204.0	193.0	223.0	32.0	36.0	280.0	117.0	346.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Jatrophihabitantales;f__Jatrophihabitantaceae;g__Jatrophihabitans	130.0	51.0	455.0	0.0	173.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.0	85.0	40.0	0.0	13.0	16.0	0.0	0.0	28.0	134.0	54.0	55.0	303.0	342.0	423.0	0.0	0.0	29.0	16.0	0.0	0.0	42.0	62.0	0.0	0.0	321.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Xenophilus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	94.0	108.0	120.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	13.0	0.0	0.0	0.0	0.0	67.0	74.0	150.0	78.0	82.0	13.0	48.0	62.0	0.0	0.0	82.0	28.0	0.0	0.0	0.0	31.0	31.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Prauserella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	0.0	35.0	92.0	0.0	0.0	29.0	0.0	0.0	19.0	59.0	0.0	24.0	68.0	79.0	94.0	45.0	63.0	87.0	26.0	0.0	0.0	21.0	164.0	28.0
k__Bacillati;p__Bacillota;__;__;__;__	103.0	155.0	37.0	218.0	147.0	116.0	190.0	136.0	191.0	43.0	91.0	99.0	132.0	80.0	0.0	118.0	61.0	81.0	0.0	98.0	49.0	45.0	11.0	71.0	87.0	83.0	84.0	81.0	59.0	29.0	205.0	164.0	105.0	164.0	182.0	190.0	120.0	27.0	88.0	353.0	116.0	142.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Micromonosporales;f__Micromonosporaceae;g__Spirilliplanes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	74.0	0.0	0.0	99.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	166.0	101.0	82.0	74.0	101.0	68.0	0.0	0.0	0.0	0.0	47.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;__;__;__	0.0	0.0	53.0	236.0	0.0	296.0	325.0	270.0	265.0	254.0	290.0	302.0	137.0	161.0	0.0	53.0	16.0	73.0	66.0	110.0	135.0	88.0	32.0	91.0	80.0	137.0	138.0	13.0	64.0	0.0	186.0	84.0	121.0	112.0	108.0	161.0	193.0	29.0	87.0	153.0	138.0	289.0
k__Pseudomonadati;p__Pseudomonadota;c__Gammaproteobacteria;__;__;__	16.0	25.0	0.0	268.0	2.0	147.0	267.0	150.0	194.0	265.0	316.0	320.0	241.0	115.0	0.0	25.0	118.0	88.0	18.0	29.0	42.0	0.0	65.0	0.0	46.0	572.0	187.0	51.0	95.0	150.0	38.0	18.0	0.0	45.0	64.0	35.0	45.0	5.0	26.0	90.0	25.0	99.0
k__Bacillati;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Domibacillus	0.0	0.0	0.0	0.0	0.0	0.0	166.0	35.0	37.0	0.0	0.0	0.0	24.0	0.0	0.0	97.0	255.0	51.0	0.0	0.0	0.0	22.0	52.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	175.0	0.0	0.0	0.0	11.0	46.0	0.0	26.0	0.0	19.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Methylobacteriaceae;g__Microvirga	6.0	0.0	16.0	109.0	27.0	134.0	39.0	61.0	57.0	24.0	21.0	22.0	31.0	0.0	0.0	11.0	6.0	50.0	62.0	13.0	86.0	0.0	0.0	0.0	0.0	0.0	19.0	19.0	0.0	0.0	77.0	112.0	146.0	61.0	134.0	129.0	51.0	10.0	28.0	40.0	45.0	43.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Azospirillaceae;g__Skermanella	0.0	75.0	24.0	55.0	54.0	49.0	47.0	75.0	77.0	32.0	0.0	0.0	27.0	40.0	0.0	0.0	0.0	0.0	101.0	23.0	60.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	90.0	95.0	24.0	85.0	53.0	48.0	12.0	65.0	37.0	15.0	36.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Kineosporiales;f__Kineosporiaceae;g__Angustibacter	39.0	109.0	112.0	0.0	105.0	37.0	51.0	0.0	50.0	0.0	6.0	6.0	12.0	60.0	0.0	27.0	93.0	114.0	0.0	45.0	39.0	179.0	28.0	186.0	38.0	26.0	84.0	26.0	17.0	0.0	28.0	46.0	0.0	51.0	41.0	17.0	37.0	158.0	266.0	61.0	0.0	50.0
k__Bacillati;p__Bacillota;c__Bacilli;__;__;__	16.0	299.0	55.0	217.0	278.0	125.0	106.0	235.0	247.0	77.0	84.0	92.0	168.0	147.0	0.0	124.0	14.0	0.0	24.0	14.0	20.0	47.0	37.0	160.0	34.0	76.0	67.0	20.0	11.0	3.0	160.0	103.0	83.0	68.0	160.0	162.0	108.0	98.0	263.0	368.0	13.0	193.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Defluviicoccus	19.0	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1950.0	172.0	164.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycolicibacillus	0.0	22.0	81.0	0.0	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	0.0	0.0	29.0	35.0	31.0	14.0	28.0	73.0	105.0	476.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	28.0	0.0	0.0	13.0	0.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Kineosporiales;f__Kineosporiaceae;g__Thalassiella	61.0	104.0	20.0	0.0	206.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	204.0	128.0	0.0	0.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Roseobacteraceae;g__Oceaniovalibus	26.0	135.0	25.0	0.0	91.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	27.0	0.0	0.0	0.0	52.0	110.0	231.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.0	87.0	0.0	0.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Gammaproteobacteria;o__Lysobacterales;f__Lysobacteraceae;__	28.0	321.0	20.0	60.0	176.0	216.0	37.0	21.0	63.0	80.0	99.0	59.0	235.0	238.0	0.0	0.0	20.0	134.0	181.0	67.0	317.0	0.0	18.0	13.0	98.0	48.0	130.0	221.0	175.0	8.0	48.0	36.0	37.0	77.0	100.0	62.0	162.0	18.0	102.0	22.0	90.0	80.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Enteractinococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	940.0	24.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Verrucomicrobiota;__;__;__;__	0.0	39.0	0.0	22.0	50.0	0.0	31.0	7.0	29.0	5.0	5.0	23.0	100.0	103.0	0.0	43.0	0.0	51.0	0.0	4.0	3.0	0.0	0.0	0.0	28.0	19.0	16.0	4.0	43.0	10.0	93.0	80.0	68.0	194.0	195.0	162.0	118.0	0.0	421.0	201.0	170.0	260.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;__	0.0	0.0	0.0	8.0	0.0	0.0	7.0	0.0	19.0	56.0	41.0	46.0	49.0	0.0	0.0	0.0	56.0	20.0	30.0	10.0	0.0	0.0	0.0	0.0	39.0	86.0	44.0	78.0	94.0	18.0	20.0	23.0	35.0	17.0	48.0	26.0	0.0	0.0	0.0	32.0	0.0	29.0
k__Pseudomonadati;p__Pseudomonadota;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Povalibacter	0.0	0.0	0.0	28.0	0.0	29.0	47.0	33.0	35.0	0.0	34.0	0.0	39.0	0.0	0.0	0.0	0.0	18.0	0.0	143.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	28.0	0.0	31.0	38.0	50.0	25.0	0.0	0.0	58.0	16.0	68.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;__;__	43.0	211.0	117.0	105.0	212.0	167.0	13.0	55.0	58.0	101.0	10.0	67.0	14.0	38.0	0.0	0.0	0.0	86.0	10.0	34.0	32.0	99.0	685.0	117.0	13.0	0.0	0.0	0.0	0.0	0.0	5.0	8.0	0.0	0.0	60.0	34.0	46.0	38.0	49.0	21.0	0.0	11.0
k__Pseudomonadati;p__Bacteroidota;c__Chitinophagia;o__Chitinophagales;f__Chitinophagaceae;__	333.0	172.0	330.0	23.0	119.0	93.0	0.0	0.0	0.0	35.0	63.0	34.0	49.0	57.0	0.0	271.0	121.0	230.0	5.0	0.0	0.0	248.0	319.0	599.0	20.0	85.0	45.0	0.0	4.0	7.0	51.0	0.0	35.0	6.0	33.0	34.0	11.0	161.0	149.0	0.0	73.0	32.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Treboniaceae;g__Trebonia	0.0	6.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	643.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	6.0	962.0	107.0	123.0	643.0	275.0	771.0	16.0	27.0	24.0	31.0	0.0	0.0	0.0	0.0	0.0	0.0	44.0	16.0
k__Pseudomonadati;p__Pseudomonadota;c__Gammaproteobacteria;o__Methylococcales;f__Methylococcaceae;__	0.0	0.0	0.0	0.0	0.0	0.0	517.0	174.0	215.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Pseudomonadati;p__Gemmatimonadota;c__Gemmatimonadia;o__Gemmatimonadales;f__Gemmatimonadaceae;g__Roseisolibacter	0.0	19.0	40.0	92.0	24.0	63.0	55.0	102.0	129.0	94.0	77.0	94.0	230.0	233.0	0.0	34.0	124.0	223.0	7.0	37.0	19.0	102.0	5.0	54.0	90.0	175.0	212.0	61.0	65.0	38.0	65.0	50.0	170.0	60.0	71.0	65.0	62.0	167.0	229.0	212.0	23.0	152.0
k__Pseudomonadati;p__Planctomycetota;c__Planctomycetia;o__Gemmatales;f__Gemmataceae;g__Urbifossiella	24.0	23.0	0.0	19.0	96.0	45.0	3.0	54.0	31.0	56.0	107.0	96.0	164.0	216.0	0.0	0.0	110.0	68.0	95.0	0.0	91.0	0.0	0.0	0.0	60.0	140.0	232.0	32.0	82.0	0.0	108.0	72.0	137.0	98.0	124.0	87.0	115.0	35.0	129.0	59.0	124.0	106.0
k__Pseudomonadati;p__Acidobacteriota;c__Blastocatellia;o__Blastocatellales;f__Arenimicrobiaceae;__	0.0	0.0	0.0	123.0	0.0	15.0	124.0	30.0	177.0	17.0	18.0	0.0	9.0	0.0	0.0	88.0	0.0	0.0	0.0	201.0	19.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	239.0	393.0	213.0	255.0	209.0	292.0	43.0	0.0	0.0	146.0	59.0	103.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Promicromonosporaceae;g__Krasilnikoviella	0.0	0.0	0.0	16.0	0.0	20.0	0.0	81.0	26.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	133.0	284.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.0	11.0	0.0	0.0	0.0	0.0	0.0	60.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Thermoleophilia;o__Thermoleophilales;f__Thermoleophilaceae;g__Thermoleophilum	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.0	0.0	0.0	557.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	0.0	0.0
k__Bacillati;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Baekduiaceae;g__Baekduia	0.0	0.0	41.0	4.0	0.0	0.0	0.0	14.0	0.0	4.0	4.0	0.0	0.0	17.0	0.0	55.0	72.0	46.0	7.0	0.0	18.0	56.0	0.0	37.0	414.0	91.0	86.0	189.0	178.0	277.0	53.0	58.0	119.0	38.0	29.0	12.0	89.0	184.0	57.0	29.0	22.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodospirillales;__;__	0.0	0.0	0.0	120.0	9.0	55.0	181.0	103.0	161.0	118.0	79.0	90.0	46.0	10.0	0.0	97.0	26.0	17.0	551.0	176.0	777.0	0.0	0.0	0.0	82.0	42.0	39.0	38.0	51.0	9.0	20.0	11.0	22.0	20.0	16.0	19.0	19.0	0.0	0.0	73.0	11.0	80.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingosinicellaceae;g__Sphingosinicella	0.0	0.0	29.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	30.0	0.0	0.0	0.0	95.0	0.0	0.0	24.0	0.0	0.0	28.0	0.0	0.0	0.0	26.0	0.0	0.0	0.0	94.0	39.0	28.0	0.0	0.0	117.0	0.0	55.0	64.0	68.0	0.0
k__Pseudomonadati;p__Planctomycetota;c__Planctomycetia;o__Isosphaerales;f__Isosphaeraceae;g__Tautonia	52.0	27.0	40.0	21.0	145.0	81.0	74.0	58.0	86.0	0.0	0.0	12.0	35.0	21.0	0.0	85.0	244.0	240.0	257.0	312.0	179.0	33.0	7.0	78.0	99.0	42.0	60.0	96.0	147.0	142.0	184.0	814.0	457.0	171.0	269.0	299.0	190.0	129.0	154.0	130.0	129.0	136.0
k__Pseudomonadati;p__Pseudomonadota;c__Betaproteobacteria;o__Burkholderiales;f__Burkholderiales;g__Rhizobacter	0.0	60.0	0.0	0.0	0.0	0.0	0.0	38.0	0.0	77.0	0.0	0.0	48.0	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0	160.0	36.0	125.0	0.0	0.0	0.0	59.0	0.0
k__Pseudomonadati;p__Pseudomonadota;c__Alphaproteobacteria;o__Hyphomicrobiales;f__Xanthobacteraceae;__	0.0	0.0	18.0	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	67.0	0.0	0.0	0.0	13.0	0.0	50.0	0.0	0.0	0.0	0.0	137.0	35.0	36.0	65.0	91.0	0.0	149.0	76.0	0.0	83.0	118.0	106.0	18.0	0.0	22.0	31.0	293.0	77.0
k__Bacillati;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Nocardioidaceae;g__Mumia	0.0	0.0	0.0	41.0	0.0	38.0	0.0	47.0	9.0	66.0	45.0	13.0	39.0	60.0	0.0	0.0	0.0	24.0	51.0	31.0	40.0	0.0	0.0	0.0	0.0	29.0	0.0	20.0	0.0	0.0	0.0	20.0	39.0	41.0	46.0	37.0	46.0	0.0	11.0	29.0	30.0	31.0
